family,glottocode
Timote-Cuica,timo1263
Indo-European,timo1264
NA,timu1245
Austronesian,timu1261
Austronesian,timu1262
Austronesian,timu1263
Tor-Orya,timu1264
Timucua,timu1265
Sino-Tibetan,tina1246
Hatam-Mansim,tina1247
Austronesian,tina1248
Austronesian,tina1249
Austronesian,tina1250
Afro-Asiatic,tina1254
Austronesian,tina1255
Nakh-Daghestanian,tind1238
Austronesian,tind1242
Bookkeeping,ting1238
Sino-Tibetan,ting1250
Atlantic-Congo,ting1251
Austronesian,ting1252
Bookkeeping,ting1253
NA,tini1245
Tinigua,tini1247
Austronesian,tinj1237
Indo-European,tinn1238
Austroasiatic,tinn1239
Austronesian,tino1235
Austronesian,tinp1237
Austronesian,tinp1238
Indo-European,tins1238
Sino-Tibetan,tint1241
Atlantic-Congo,tint1242
Atlantic-Congo,tiof1238
Nuclear Trans New Guinea,tipi1239
Nuclear Trans New Guinea,tipl1238
Sino-Tibetan,tipp1238
Sino-Tibetan,tipp1239
Indo-European,tira1253
Heibanic,tira1254
Heibanic,tira1255
Heibanic,tira1256
Heibanic,tira1257
Dogon,tira1258
Indo-European,tirh1244
Indo-European,tirh1245
Indo-European,tirh1246
Dravidian,tiri1256
Atlantic-Congo,tiri1257
Austronesian,tiri1258
Anim,tiri1259
Cariban,tiri1260
Austronesian,tiri1261
Surmic,tirm1240
Austronesian,tiru1241
Surmic,tish1239
Austronesian,tism1237
Afro-Asiatic,tisq1238
Atlantic-Congo,tita1240
Austronesian,tita1241
Atlantic-Congo,tito1234
Afro-Asiatic,titt1238
Cariban,tive1236
Atlantic-Congo,tive1237
Atlantic-Congo,tivi1234
Atlantic-Congo,tivo1239
Atlantic-Congo,tivv1240
Sino-Tibetan,tiwa1253
Kiowa-Tanoan,tiwa1254
Kiowa-Tanoan,tiwa1255
Sino-Tibetan,tiwa1256
NA,tiwi1244
Austronesian,tiwo1237
Atlantic-Congo,tiya1238
Pama-Nyungan,tjak1234
Pama-Nyungan,tjar1234
Tungusic,tjug1234
Pama-Nyungan,tjur1240
Sino-Tibetan,tkhu1238
Afro-Asiatic,tkhu1242
Totonacan,tlac1235
Otomanguean,tlac1237
Otomanguean,tlac1238
Otomanguean,tlac1239
Otomanguean,tlac1240
Atlantic-Congo,tlah1238
Mixe-Zoque,tlah1239
Bookkeeping,tlal1234
Sino-Tibetan,tlam1238
Uto-Aztecan,tlam1239
Otomanguean,tlap1252
Sino-Tibetan,tlau1238
Otomanguean,tlaz1235
Atlantic-Congo,tlha1241
Atlantic-Congo,tlha1242
Athabaskan-Eyak-Tlingit,tlin1245
Nakh-Daghestanian,tlis1238
Atlantic-Congo,tlok1241
Sino-Tibetan,tlon1239
Nakh-Daghestanian,tlya1238
Afro-Asiatic,tmag1238
Arawakan,toaa1239
Austronesian,toab1237
Austronesian,toak1237
Bookkeeping,toal1234
Eleman,toar1246
Ta-Ne-Omotic,toba1264
Austronesian,toba1265
Austronesian,toba1266
Austronesian,toba1267
Lengua-Mascoy,toba1268
Guaicuruan,toba1269
Guaicuruan,toba1270
Afro-Asiatic,toba1280
Indo-European,toba1282
Austronesian,tobe1250
North Halmahera,tobe1251
North Halmahera,tobe1252
Austronesian,tobi1238
Austronesian,tobi1239
Pidgin,tobi1240
Turkic,tobo1249
Turkic,tobo1250
Nuclear Trans New Guinea,tobo1251
Sino-Tibetan,tobu1238
Austronesian,tobu1241
Tupian,toca1235
Atlantic-Congo,toce1238
Narrow Talodi,toch1257
Japonic,toch1258
Dravidian,toda1252
Turkic,todj1234
Otomanguean,todo1238
Austroasiatic,todr1244
Nuclear Trans New Guinea,toem1238
Atlantic-Congo,toen1238
Namla-Tofanma,tofa1246
Turkic,tofa1248
Afro-Asiatic,toff1238
Atlantic-Congo,tofi1235
Atlantic-Congo,togb1241
Atlantic-Congo,togb1242
Atlantic-Congo,togo1251
Atlantic-Congo,togo1252
Atlantic-Congo,togo1253
Dogon,togo1254
Japonic,toho1244
Uto-Aztecan,toho1245
Uto-Aztecan,toho1246
Sino-Tibetan,tois1237
Mayan,tojo1241
Atlantic-Congo,toka1243
Nuclear Trans New Guinea,toka1244
Japonic,toka1245
Austronesian,toke1240
Indo-European,tokh1241
Indo-European,tokh1242
Indo-European,tokh1243
Nakh-Daghestanian,toki1238
Atlantic-Congo,toko1242
Afro-Asiatic,toko1243
Indo-European,tokp1240
Nuclear Trans New Guinea,toku1244
Japonic,toku1245
Japonic,toku1246
Japonic,toky1238
Pidgin,tola1236
Atlantic-Congo,tola1237
Sino-Tibetan,tola1246
Austronesian,tola1247
Sino-Tibetan,tolc1238
Atlantic-Congo,told1238
Austronesian,tole1238
Atlantic-Congo,toli1243
Austronesian,toli1244
North Halmahera,toli1245
Jicaquean,toll1241
Austroasiatic,tolo1253
Austronesian,tolo1254
Austronesian,tolo1255
Austronesian,tolo1256
Austronesian,tolo1257
Athabaskan-Eyak-Tlingit,tolo1259
Mande,toma1245
Mande,toma1246
Austronesian,toma1247
Austronesian,toma1248
Austronesian,tomb1243
Austronesian,tomb1244
Austronesian,tomb1245
Atlantic-Congo,tomb1246
Austronesian,tome1238
Bookkeeping,tome1239
Austronesian,tomi1241
Austronesian,tomi1242
Austronesian,tomi1243
Austronesian,toml1237
Turkic,tomm1241
Dogon,tomm1242
Quechuan,tomn1238
Dogon,tomo1243
Austronesian,tomo1244
Austronesian,tomo1245
Tungusic,tomp1241
Austronesian,tomp1242
Bookkeeping,tomy1239
Austronesian,tona1238
Songhay,tond1249
Morehead-Wasur,tond1250
Austronesian,tond1251
Austroasiatic,tong1308
Austroasiatic,tong1309
Mongolic,tong1310
Sino-Tibetan,tong1311
Sino-Tibetan,tong1312
Sino-Tibetan,tong1313
Sino-Tibetan,tong1314
Atlantic-Congo,tong1315
Atlantic-Congo,tong1316
Atlantic-Congo,tong1318
Atlantic-Congo,tong1320
Atlantic-Congo,tong1321
Austronesian,tong1322
Austronesian,tong1323
Austronesian,tong1324
Austronesian,tong1325
Austronesian,tong1326
Austronesian,tong1327
Austronesian,tong1328
Uto-Aztecan,tong1329
Sino-Tibetan,tong1330
Atlantic-Congo,tong1331
Nuclear Torricelli,tong1332
Atlantic-Congo,tonj1244
Central Sudanic,tonj1245
Mande,tonj1246
NA,tonk1249
Austronesian,tons1239
Austronesian,tons1240
Austronesian,tont1239
Atlantic-Congo,tooo1238
Atlantic-Congo,toor1238
Austronesian,topa1240
Nilotic,topo1242
Austronesian,topo1243
Austronesian,topu1237
Atlantic-Congo,tora1258
Austronesian,tora1259
Austronesian,tora1260
Austronesian,tora1261
Austronesian,tora1262
Chapacuran,tora1263
Afro-Asiatic,tora1267
Tor-Orya,tora1268
Austronesian,tore1237
Mongolic,torg1245
Tungusic,torg1246
Japonic,tori1242
Uralic,torn1243
Uralic,torn1244
Uralic,torn1245
Atlantic-Congo,toro1249
Narrow Talodi,toro1251
Dogon,toro1252
Dogon,toro1253
Pano-Tacanan,toro1255
NA,toro1256
Unattested,toro1259
Atlantic-Congo,torr1258
Nuclear Torricelli,torr1259
Indo-European,torr1261
Austronesian,torr1262
Indo-European,torw1241
Japonic,tosh1237
Austronesian,tosi1237
Indo-European,tosk1239
Sino-Tibetan,tosu1234
Sino-Tibetan,tota1238
Atlantic-Congo,tote1238
NA,toto1251
Totonacan,toto1252
Sino-Tibetan,toto1302
Sino-Tibetan,toto1303
Austronesian,toto1304
Mixe-Zoque,toto1305
Barbacoan,toto1306
Otomanguean,toto1307
Otomanguean,toto1308
Japonic,tott1237
Afro-Asiatic,toua1238
Atlantic-Congo,touc1238
Mande,toud1238
Austronesian,toul1237
Austroasiatic,toum1239
NA,touo1238
Mande,tour1242
Austronesian,tour1243
Austronesian,tour1244
Mande,tour1245
Pauwasi,towe1240
Atlantic-Congo,town1238
Indo-European,town1239
Japonic,toya1237
Harakmbut,toye1240
Turkic,tozl1239
Indo-European,trab1239
Indo-European,tran1277
Indo-European,tran1278
Indo-European,tran1280
Indo-European,tran1281
Indo-European,tran1282
Afro-Asiatic,tran1283
Afro-Asiatic,tran1288
Afro-Asiatic,tran1290
Indo-European,tran1291
Indo-European,tran1292
Indo-European,tran1293
Indo-European,tran1294
Afro-Asiatic,tran1295
Sign Language,trap1238
Unclassifiable,trav1235
Mixed Language,trav1236
Mixed Language,trav1237
Austroasiatic,traw1239
Indo-European,tred1238
Indo-European,treg1243
Indo-European,treg1244
Unattested,trem1235
Atlantic-Congo,trem1243
Indo-European,tren1240
Atlantic-Congo,trep1238
Indo-European,tret1239
Indo-European,trie1242
Austroasiatic,trie1243
Indo-European,trie1244
Austroasiatic,trii1240
Greater Kwerba,trim1239
Indo-European,trin1268
Austroasiatic,trin1269
Austroasiatic,trin1270
Austronesian,trin1271
Austronesian,trin1272
Austronesian,trin1273
Arawakan,trin1274
Indo-European,trin1276
Sign Language,trin1277
Cariban,trio1238
Pidgin,trio1239
Afro-Asiatic,trip1239
Otomanguean,triq1251
Sino-Tibetan,tris1240
Indo-European,trnd1234
Austronesian,trob1237
Sign Language,tron1237
Unattested,truk1242
Austronesian,truk1243
NA,trum1247
Austronesian,trus1237
Atlantic-Congo,truu1238
Atlantic-Congo,tsaa1241
Atlantic-Congo,tsaa1242
Indo-European,tsak1248
Nakh-Daghestanian,tsak1249
Nuclear Trans New Guinea,tsak1250
Nuclear Trans New Guinea,tsak1251
Salishan,tsam1241
Afro-Asiatic,tsam1247
Khoe-Kwadi,tsao1238
Austronesian,tsat1238
Atlantic-Congo,tsch1248
Sino-Tibetan,tsek1238
Araucanian,tses1238
Athabaskan-Eyak-Tlingit,tset1236
Nakh-Daghestanian,tsez1239
Sino-Tibetan,tsha1245
Sino-Tibetan,tsha1246
Sino-Tibetan,tsha1247
Khoe-Kwadi,tshi1238
Katukinan,tsho1239
Sino-Tibetan,tsho1240
Sino-Tibetan,tsho1241
Atlantic-Congo,tshw1238
Khoe-Kwadi,tshw1239
Atlantic-Congo,tsik1238
Nilotic,tsim1256
Austronesian,tsim1257
NA,tsim1258
Austronesian,tsim1259
Atlantic-Congo,tsin1239
Atlantic-Congo,tsin1240
Zamucoan,tsir1238
Atlantic-Congo,tsis1238
Atlantic-Congo,tsit1234
Khoe-Kwadi,tsix1234
Khoe-Kwadi,tsoa1238
Atlantic-Congo,tsog1242
Atlantic-Congo,tsog1243
Tucanoan,tsol1243
Mongolic,tson1247
Sino-Tibetan,tson1248
Atlantic-Congo,tson1249
Atlantic-Congo,tsoo1241
Atlantic-Congo,tsot1241
Speech Register,tsot1242
Austronesian,tsou1248
Austronesian,tsou1250
Japonic,tsug1237
Sino-Tibetan,tsum1240
Tai-Kadai,tsun1242
Atlantic-Congo,tsun1243
Japonic,tsus1237
Atlantic-Congo,tsuv1239
Afro-Asiatic,tsuv1243
Nuclear Trans New Guinea,tsuw1238
Atlantic-Congo,tswa1237
Atlantic-Congo,tswa1253
Atlantic-Congo,tswa1254
Atlantic-Congo,tswa1255
Atlantic-Congo,tswa1256
Atlantic-Congo,tswe1238
Afro-Asiatic,ttgr1237
Indo-European,tual1241
Kalapuyan,tual1242
Austronesian,tuam1242
Austronesian,tuam1243
Sino-Tibetan,tuan1238
Afro-Asiatic,tuar1240
Turkic,tuba1274
Saharan,tuba1275
Austronesian,tuba1276
Timor-Alor-Pantar,tuba1277
Uto-Aztecan,tuba1278
Uto-Aztecan,tuba1279
Austronesian,tubu1240
Austronesian,tubu1241
Tucanoan,tuca1252
NA,tuca1253
Nilotic,tuge1241
Anim,tuge1242
Austronesian,tugu1245
North Halmahera,tugu1246
Turkic,tuha1234
Nadahup,tuhu1238
Sino-Tibetan,tuic1245
Nilotic,tuic1246
Nilotic,tuic1247
Sino-Tibetan,tuji1244
Mande,tuka1245
Austronesian,tuka1246
Austronesian,tuka1247
Austronesian,tuka1248
Austronesian,tuka1249
Pidgin,tuka1250
Sino-Tibetan,tukc1238
Atlantic-Congo,tuki1240
Sino-Tibetan,tukp1239
Unattested,tuku1240
Atlantic-Congo,tuku1253
Austronesian,tuku1254
Arawan,tuku1255
Atlantic-Congo,tula1250
Atlantic-Congo,tula1251
Atlantic-Congo,tula1252
Austronesian,tula1253
Yokutsan,tula1254
Atlantic-Congo,tula1255
Austronesian,tule1244
Yokutsan,tule1245
Afro-Asiatic,tule1250
Sino-Tibetan,tuli1247
Kadugli-Krongo,tuli1249
Dravidian,tulu1258
Austronesian,tulu1259
Austronesian,tulu1260
Dravidian,tulu1261
Dravidian,tulu1262
Rashad,tuma1247
Saharan,tuma1248
Saharan,tuma1249
Nuclear Trans New Guinea,tuma1250
Afro-Asiatic,tuma1260
Atlantic-Congo,tumb1248
Atlantic-Congo,tumb1250
Atlantic-Congo,tumb1252
Atlantic-Congo,tumb1253
Unattested,tumi1238
Austronesian,tuml1238
Kadugli-Krongo,tumm1238
Indo-European,tums1237
Kadugli-Krongo,tumt1243
Mongolic,tumu1241
Atlantic-Congo,tumu1242
Austronesian,tumu1243
Afro-Asiatic,tumz1238
Indo-European,tunc1238
Uralic,tund1254
Uralic,tund1255
Atlantic-Congo,tund1256
Heibanic,tund1257
Bookkeeping,tune1241
Chibchan,tune1260
Atlantic-Congo,tune1261
NA,tung1282
Atlantic-Congo,tung1284
Atlantic-Congo,tung1285
Atlantic-Congo,tung1286
Atlantic-Congo,tung1287
Austronesian,tung1288
Austronesian,tung1289
Austronesian,tung1290
Austronesian,tung1291
Austronesian,tung1292
Geelvink Bay,tung1293
Austronesian,tung1294
Sign Language,tuni1249
Atlantic-Congo,tuni1251
NA,tuni1252
Afro-Asiatic,tuni1259
Afro-Asiatic,tuni1260
Afro-Asiatic,tuni1261
Afro-Asiatic,tuni1262
Austronesian,tunj1244
Austronesian,tunj1245
Austronesian,tunj1246
Mongolic,tunk1240
Afro-Asiatic,tunn1238
Austronesian,tuno1237
Eskimo-Aleut,tunu1234
Eskimo-Aleut,tunu1235
Sino-Tibetan,tunx1234
Atlantic-Congo,tuny1239
Atlantic-Congo,tunz1235
Atlantic-Congo,tuob1242
Sino-Tibetan,tuol1234
Ijoid,tuom1235
Atlantic-Congo,tuot1238
Tupian,tupa1250
Tupian,tupa1251
Tupian,tupi1272
Tupian,tupi1273
Tupian,tupi1274
NA,tupi1275
Tupian,tupi1276
Tupian,tupi1277
Tupian,tupi1278
Tupian,tupi1279
Tupian,tupi1280
Tupian,tupi1281
Tupian,tupi1282
Tupian,tupi1283
Tupian,tupi1284
Tupian,tupi1285
Unattested,tupi1286
Tupian,tupi1287
Tupian,tupi1288
Tupian,tupi1289
Tupian,tupi1290
Tupian,tupi1291
Tupian,tupi1292
Atlantic-Congo,tupu1244
Atlantic-Congo,tupu1245
Austronesian,tura1262
NA,tura1263
Turama-Kikori,tura1264
Dagan,tura1265
Kiwaian,tura1266
Afro-Asiatic,ture1239
Turkic,turf1238
Indo-European,turi1245
Austroasiatic,turi1246
Tupian,turi1247
Pidgin,turk1244
Sign Language,turk1288
Turkic,turk1303
Turkic,turk1304
Atlantic-Congo,turk1306
Nilotic,turk1307
Nilotic,turk1308
Indo-European,turk1310
NA,turk1311
Afro-Asiatic,turo1239
Afro-Asiatic,turo1240
Pama-Nyungan,turr1239
Afro-Asiatic,turr1244
Algic,turt1236
Tai-Kadai,turu1249
Doso-Turumsa,turu1250
Lakes Plain,turu1251
Sino-Tibetan,turu1252
Iroquoian,tusc1256
Iroquoian,tusc1257
Kartvelian,tush1241
Bookkeeping,tush1243
Atlantic-Congo,tusi1238
Turkic,tuta1234
Athabaskan-Eyak-Tlingit,tutc1236
Siouan,tute1247
Austronesian,tuto1241
Bookkeeping,tuto1242
Sino-Tibetan,tuts1235
Austronesian,tutu1241
Athabaskan-Eyak-Tlingit,tutu1242
Otomanguean,tutu1243
Mongolic,tuuu1240
NA,tuuu1241
Austronesian,tuva1244
Turkic,tuvi1240
Walioic,tuwa1242
Austronesian,tuwa1243
Austronesian,tuwa1244
Atlantic-Congo,tuwu1238
NA,tuxa1239
Pano-Tacanan,tuxi1238
Tucanoan,tuyu1244
Tucanoan,tuyu1245
Mayan,tuza1238
Uralic,tver1240
Atlantic-Congo,twaa1238
Atlantic-Congo,twab1238
Koman,twam1235
Salishan,twan1247
Atlantic-Congo,twao1242
Atlantic-Congo,twao1243
Pama-Nyungan,twee1234
Indo-European,twen1241
Atlantic-Congo,twen1242
Atlantic-Congo,twii1234
Atlantic-Congo,twum1238
Pama-Nyungan,tyan1235
Pama-Nyungan,tyan1236
Atlantic-Congo,tyap1238
Northern Daly,tyar1236
Atlantic-Congo,tyeb1238
Southern Daly,tyem1238
Uralic,tymm1241
Cariban,tyre1237
Turkic,tyum1239
Mayan,tzel1253
Mayan,tzel1254
Bookkeeping,tzel1255
Mayan,tzot1259
Bookkeeping,tzot1260
Bookkeeping,tzot1261
Bookkeeping,tzot1262
Bookkeeping,tzot1263
Bookkeeping,tzot1264
Mayan,tzut1248
Bookkeeping,tzut1249
Austronesian,uabm1237
Austronesian,uabm1238
Austronesian,uahu1237
Arawan,uaia1240
Arawakan,uain1239
Unclassifiable,uamu1236
Austronesian,uapo1237
Kwalean,uare1241
Austronesian,ubae1237
Atlantic-Congo,ubag1244
Atlantic-Congo,ubag1245
Atlantic-Congo,uban1243
Atlantic-Congo,uban1244
Austronesian,ubia1237
Afro-Asiatic,ubii1238
Atlantic-Congo,ubim1238
Austronesian,ubir1237
Austronesian,ubui1237
Sino-Tibetan,ubuu1238
Atlantic-Congo,ubwe1238
Atlantic-Congo,ubye1238
Abkhaz-Adyge,ubyk1235
Arawakan,ucay1237
Indo-European,ucha1239
Atlantic-Congo,udaa1238
Austronesian,udai1237
Indo-European,uday1238
Manubaran,uder1239
Nakh-Daghestanian,udia1235
Tungusic,udih1248
Nakh-Daghestanian,udii1243
Uralic,udmu1245
Atlantic-Congo,udoo1238
Koman,uduk1239
Atlantic-Congo,uduu1238
Atlantic-Congo,uele1238
Chukotko-Kamchatkan,uell1238
Austronesian,ufau1237
Atlantic-Congo,ufia1239
Nuclear Trans New Guinea,ufim1240
Nuclear Trans New Guinea,ufim1241
Atlantic-Congo,ufio1238
Austronesian,ufuf1237
Sign Language,ugan1238
Austronesian,ugan1242
Afro-Asiatic,ugar1238
Atlantic-Congo,ugba1238
Atlantic-Congo,ugbe1238
Atlantic-Congo,ugep1238
Austronesian,ughe1237
Sino-Tibetan,ugon1239
Atlantic-Congo,ugon1240
Austronesian,uhak1237
Atlantic-Congo,uham1238
Turkic,uigh1240
Turkic,uigh1243
Arawakan,uiri1238
South Bougainville,uisa1238
Austronesian,uist1237
Sino-Tibetan,uiya1236
Chibchan,ujar1238
Atlantic-Congo,ujev1238
Atlantic-Congo,ujin1234
Austronesian,ujir1237
Austronesian,ujir1238
Indo-European,ujja1238
Atlantic-Congo,ukaa1243
Chukotko-Kamchatkan,ukaa1244
Atlantic-Congo,ukal1234
Atlantic-Congo,ukan1238
Sino-Tibetan,ukhr1238
Atlantic-Congo,ukhw1241
Pomoan,ukia1238
Austronesian,ukin1237
Austronesian,ukit1237
Atlantic-Congo,ukpe1247
Atlantic-Congo,ukpe1248
Atlantic-Congo,ukpe1249
Atlantic-Congo,ukpe1250
Sign Language,ukra1235
Indo-European,ukra1253
Indo-European,ukra1254
Indo-European,ukra1255
Indo-European,ukra1257
Atlantic-Congo,ukue1238
Atlantic-Congo,ukue1239
Atlantic-Congo,ukum1234
Nuclear Trans New Guinea,ukur1240
Atlantic-Congo,ukwa1238
Atlantic-Congo,ukwu1241
Atlantic-Congo,ukwu1242
Mongolic,ulan1238
Austronesian,ulat1237
Austronesian,ulau1237
Austronesian,ulaw1237
Heibanic,ulba1238
Tungusic,ulch1241
Tungusic,ulch1242
Austronesian,ulia1238
Austronesian,ulit1238
Pama-Nyungan,ulku1238
Dravidian,ulla1237
Indo-European,ulst1239
Indo-European,ulst1241
Mixe-Zoque,ulte1235
Austronesian,ulua1242
Austronesian,ulua1243
Atlantic-Congo,ulub1244
Atlantic-Congo,ulub1245
Austroasiatic,uluc1240
Atlantic-Congo,ulud1238
Austroasiatic,uluk1255
Austroasiatic,uluk1256
Atlantic-Congo,uluk1257
Atlantic-Congo,uluk1258
Austroasiatic,ulul1240
Austronesian,ulul1241
Austronesian,ulum1237
Austroasiatic,ulus1242
Austroasiatic,ulut1240
Austronesian,uluu1244
Austronesian,uluu1245
Austronesian,uluu1246
Misumalpan,ulwa1238
Misumalpan,ulwa1239
Atlantic-Congo,umaa1241
Austronesian,umaa1242
Austronesian,umab1239
Austronesian,umab1240
Indo-European,umad1240
Austronesian,umad1241
Austronesian,umaj1239
Austronesian,umaj1240
Austronesian,umal1238
Austronesian,umal1239
Austronesian,umal1240
Dagan,uman1240
Austronesian,umar1237
Sahaptian,umat1237
Austronesian,umat1246
Austronesian,umat1247
Austronesian,umay1237
Pama-Nyungan,umbi1242
Pama-Nyungan,umbi1243
Indo-European,umbr1253
NA,umbu1235
Pama-Nyungan,umbu1256
Atlantic-Congo,umbu1257
Nuclear Trans New Guinea,umbu1258
Unattested,umbu1259
Border,umed1238
Border,umed1239
Atlantic-Congo,umee1242
Eastern Trans-Fly,umee1243
Austronesian,umer1237
Uralic,umes1235
Worrorran,umii1235
Worrorran,umii1236
Austronesian,umir1236
Heibanic,ummd1238
Heibanic,ummg1238
Atlantic-Congo,umon1238
Bororoan,umot1240
Japonic,umpa1238
Pama-Nyungan,umpi1239
Afro-Asiatic,umra1238
Atlantic-Congo,umua1240
Austronesian,umua1241
Left May,umur1238
Nuclear Trans New Guinea,unaa1239
Unclassifiable,unai1234
Eskimo-Aleut,unal1234
Algic,unam1242
NA,unat1236
NA,uncl1493
Atlantic-Congo,uncl1497
Atlantic-Congo,uncl1498
Atlantic-Congo,uncl1499
Austronesian,uncl1500
Central Sudanic,uncl1501
Sino-Tibetan,uncl1502
Sino-Tibetan,uncl1503
Indo-European,uncl1504
Atlantic-Congo,uncl1505
Nuclear Trans New Guinea,uncl1506
Afro-Asiatic,uncl1507
Sino-Tibetan,uncl1508
Dravidian,uncl1509
Arafundi,uncl1510
Sino-Tibetan,uncl1511
Nuclear Trans New Guinea,uncl1512
Sino-Tibetan,uncl1513
Austronesian,unde1235
Berta,undu1236
Austronesian,undu1241
Austronesian,unea1237
Atlantic-Congo,unem1238
Atlantic-Congo,unem1239
Mongolic,unga1252
Atlantic-Congo,unga1253
Atlantic-Congo,unga1254
Worrorran,ungg1243
Worrorran,ungg1244
Atlantic-Congo,ungu1238
Atlantic-Congo,ungw1234
Arawakan,unhu1238
Sko,unii1234
Atlantic-Congo,unog1238
Indo-European,unse1236
Indo-European,unsh1234
Nakh-Daghestanian,unti1238
Austronesian,unua1237
Austronesian,unua1238
Austronesian,unub1234
Afro-Asiatic,unun9872
Afro-Asiatic,unun9873
Afro-Asiatic,unun9876
Afro-Asiatic,unun9877
Afro-Asiatic,unun9878
Afro-Asiatic,unun9880
Indo-European,unun9881
Indo-European,unun9882
Indo-European,unun9883
Indo-European,unun9884
Indo-European,unun9885
Indo-European,unun9886
Indo-European,unun9887
Indo-European,unun9888
Dravidian,unun9890
Gunwinyguan,unun9891
Chapacuran,unun9892
Tai-Kadai,unun9894
Tai-Kadai,unun9896
Nuclear-Macro-Je,unun9898
Lower Sepik-Ramu,unun9900
Chocoan,unun9901
Atlantic-Congo,unun9902
Atlantic-Congo,unun9903
Atlantic-Congo,unun9904
Atlantic-Congo,unun9905
Atlantic-Congo,unun9906
Atlantic-Congo,unun9907
Atlantic-Congo,unun9909
Atlantic-Congo,unun9910
Atlantic-Congo,unun9911
Atlantic-Congo,unun9912
Atlantic-Congo,unun9913
Atlantic-Congo,unun9914
Atlantic-Congo,unun9916
Atlantic-Congo,unun9917
Atlantic-Congo,unun9918
Atlantic-Congo,unun9919
Atlantic-Congo,unun9920
Atlantic-Congo,unun9922
Atlantic-Congo,unun9923
Atlantic-Congo,unun9926
Atlantic-Congo,unun9927
Atlantic-Congo,unun9928
Atlantic-Congo,unun9929
Atlantic-Congo,unun9931
Atlantic-Congo,unun9932
Arawakan,unun9933
Arawakan,unun9934
Tupian,unun9935
Tupian,unun9936
Xincan,unun9938
Austroasiatic,unun9940
Austroasiatic,unun9941
Nubian,unun9942
Chibchan,unun9943
Turkic,unun9944
Barbacoan,unun9945
Mongolic,unun9946
Uto-Aztecan,unun9947
Uto-Aztecan,unun9948
Uto-Aztecan,unun9949
Sino-Tibetan,unun9951
Sino-Tibetan,unun9953
Sino-Tibetan,unun9955
Sino-Tibetan,unun9956
Sino-Tibetan,unun9957
Sino-Tibetan,unun9958
Sino-Tibetan,unun9959
Sino-Tibetan,unun9960
Sino-Tibetan,unun9961
Sino-Tibetan,unun9962
Pama-Nyungan,unun9964
Pama-Nyungan,unun9965
Pama-Nyungan,unun9966
Pama-Nyungan,unun9967
Nuclear Torricelli,unun9968
Nuclear Torricelli,unun9969
Mande,unun9970
Nuclear Trans New Guinea,unun9971
Nuclear Trans New Guinea,unun9972
Nuclear Trans New Guinea,unun9974
Nuclear Trans New Guinea,unun9975
Nuclear Trans New Guinea,unun9976
Nuclear Trans New Guinea,unun9977
Nuclear Trans New Guinea,unun9978
Nuclear Trans New Guinea,unun9979
Nuclear Trans New Guinea,unun9980
Nuclear Trans New Guinea,unun9981
Huitotoan,unun9983
Pano-Tacanan,unun9984
Pano-Tacanan,unun9985
Sign Language,unun9986
Tucanoan,unun9987
Nyulnyulan,unun9988
Baining,unun9989
Hmong-Mien,unun9990
Central Sudanic,unun9991
Austronesian,unun9992
Austronesian,unun9995
Austronesian,unun9996
Austronesian,unun9997
Atlantic-Congo,unwa1238
Atlantic-Congo,unya1238
Atlantic-Congo,unye1238
Bookkeeping,uokh1238
Japonic,uonu1237
Atlantic-Congo,upat1238
Indo-European,uppe1235
Algic,uppe1274
Totonacan,uppe1275
Indo-European,uppe1393
Indo-European,uppe1395
Indo-European,uppe1396
Indo-European,uppe1398
Indo-European,uppe1400
Indo-European,uppe1401
Indo-European,uppe1402
Indo-European,uppe1403
Austroasiatic,uppe1404
Austroasiatic,uppe1405
Austroasiatic,uppe1406
Kartvelian,uppe1407
Sino-Tibetan,uppe1408
Sino-Tibetan,uppe1409
Sino-Tibetan,uppe1410
Sino-Tibetan,uppe1411
Sino-Tibetan,uppe1412
Sino-Tibetan,uppe1413
Tungusic,uppe1414
Pama-Nyungan,uppe1415
Atlantic-Congo,uppe1417
Atlantic-Congo,uppe1418
Atlantic-Congo,uppe1419
Mande,uppe1420
Morehead-Wasur,uppe1421
Austronesian,uppe1422
Austronesian,uppe1423
Bookkeeping,uppe1424
Austronesian,uppe1425
Austronesian,uppe1426
Austronesian,uppe1427
Sepik,uppe1428
Nuclear Trans New Guinea,uppe1429
Nuclear Trans New Guinea,uppe1430
Nuclear Trans New Guinea,uppe1431
